payer_name,beneficiary_name,date,purpose,amount_orig_currency,amount_orig,amount_usd,amount_eur,investigation
LCM ALLIANCE LLP,VASSA IMPEX LLP,2013-03-27,1303275075549345 INVOICE.No 976 DD 14.02.2013,USD,-5e+05,500000,383830.5,az
LCM ALLIANCE LLP,GTW EXPORT LLP,2013-03-27,INVOICE.No 887 DD 12.02.2013,EUR,-3e+05,390798,3e+05,az
METASTAR INVEST LLP,IMEX MOTORS L.L.C,2013-03-27,1303275026237189 INVOICE NO 0164/04 DD 07.02.13 FOR EQUI PMENT,EUR,-280000,364745,280000,az
LCM ALLIANCE LLP,METASTAR INVEST LLP,2013-03-27,1303275075859377 INVOICE.No 7989 DD 14.01.2013,USD,-250000,250000,191915.25,az
LCM ALLIANCE LLP,INFOCREST LLP,2013-03-27,1303275076830497 INVOICE.No 0125 DD 12.02.2013,USD,-117000,117000,89816.34,az
LCM ALLIANCE LLP,SLAVYANSKIE WALLPAPER-KFTP,2013-03-27,1303275026515585 CONTRACT.NO 2/13 DD 04-02-2013,USD,-111370,111370,85494.41,az
LCM ALLIANCE LLP,CELL HOLDINGS LTD,2013-03-27,1303275034622289 INVOICE NO 5498 DD 04.03.2013,USD,-86000,86000,66018.85,az
LCM ALLIANCE LLP,CIELO,2013-03-27,1303275024089993 INVOICE NO 869 DD 14.02.2013,USD,-55000,55000,42221.36,az
METASTAR INVEST LLP,GREENOUGH TRADE LLP,2013-03-27,1303275070543557 for EQUIPMENT,USD,-49371,49371,37900.19,az
METASTAR INVEST LLP,ORUJOV RASUL,2013-03-27,1303275032077721 PRIVATE TRANSVER,EUR,-35000,45594,35000,az
METASTAR INVEST LLP,BEHRUZ VATANDOST,2013-03-27,1303275027052501 INVOICE 549 DD 24.02.2013,USD,-32000,32000,24565.15,az
METASTAR INVEST LLP,TASA OTOMOTIV PETROL NAKLIYAT GIDA,2013-03-27,1303275026358469 INVOICE 0196 DD 24.01.2013,USD,-27800,27800,21340.98,az
METASTAR INVEST LLP,BOYSAN BOYA SAN.VE TIC.A.S.,2013-03-27,1303275026555557 INVOICE 03010-1 DD 15.01.2013 FOR P AIN TS,USD,-20000,20000,15353.22,az
LCM ALLIANCE LLP,KIREC VE TUGLA KIMYA SANAYI A.S.,2013-03-27,1303275023113889 INVOICE NO 1 DD 15.03.2013,USD,-15750,15750,12090.66,az
METASTAR INVEST LLP,DRUICA AURELIA,2013-03-27,1303275036431493 INVOICE 963 DD 4.02.2013,EUR,-12300,16023,12300,az
METASTAR INVEST LLP,ALPHA LIGHTING GROUP LIMITED,2013-03-27,1303275026258429 INVOICE 63 DD 05.03.2013,USD,-11550,11550,8866.48,az
METASTAR INVEST LLP,SHANGHAI ARTS +CRAFTS HOME PRODUCTS,2013-03-27,"1303275026558341 FROM REMZI COMPANY, AZERBAIJAN.",USD,-9000,9000,6908.95,az
METASTAR INVEST LLP,INVERNESS MEDICAL INNOVATION,2013-03-27,1303275026849641 INCOICE IMIHK OI T2-81380008,USD,-6775,6775,5200.9,az
METASTAR INVEST LLP,LINX PRINTING TECHNOLOGIES LTD,2013-03-27,1303275023844217 INVOICE MI/P47009A,USD,-3298.31,3299,2531.98,az
METASTAR INVEST LLP,"RECK TECHNIK GMBH & CO.,KG",2013-03-27,"1303275031313757 INVOICE E7132 70446 DD 19,MARCH 2013",EUR,-1492.07,1944,1492.07,az
TOO ASPI,LCM ALLIANCE LLP,2013-03-27,1303275107444789 /RFB/SWF OF 13/03/27PAYMENT FOR GOO DS UNDER CONTRACT NO29A DD 29.01.13,USD,14500,14500,11131.08,az
TOO ARMAS GROUP,LCM ALLIANCE LLP,2013-03-27,1303275105250485 /RFB/SWF OF 13/03/27PAYMENT FOR GOO DS UNDER CONTRACTNO.10/10-12 DD 10 OCTOBER 2012,USD,40790,40790,31312.89,az
TOO ARMAS GROUP,LCM ALLIANCE LLP,2013-03-27,1303275106347765 /RFB/SWF OF 13/03/27PAYMENT FOR GOO DS UNDER CONTRACTNO.10/10-12 DD 10 OCTOBER 2012,USD,68800,68800,52815.08,az
TOO ARMAS GROUP,LCM ALLIANCE LLP,2013-03-27,1303275102291957 /RFB/SWF OF 13/03/27PAYMENT FOR GOO DS UNDER CONTRACTNO.10/10-12 DD 10 OCTOBER 2012,USD,99000,99000,75998.44,az
TOO ARMAS GROUP,LCM ALLIANCE LLP,2013-03-27,1303275106250613 /RFB/SWF OF 13/03/27PAYMENT FOR GOO DS UNDER CONTRACTNO.10/10-12 DD 10 OCTOBER 2012,USD,166370,166370,127715.76,az
LCM ALLIANCE LLP,METASTAR INVEST LLP,2013-03-27,1303275075859377 INVOICE.No 7989 DD 14.01.2013,USD,250000,250000,191915.25,az
PINGCHUAN TRADE CO LIMITED ADD:RM,LCM ALLIANCE LLP,2013-03-27,"1303275105879465 OSA PAYMENT PAYER IS OFFSHORE CUST REG: HKG PAYMENT FOR GOODS:CONSTRUCTIONEQUIPMENT  /FEE/USD10 , /FEE/USD10, /FEE/USD15,00",USD,317015,317015,243360.05,az
HEKTOR INVEST LIMITED,LCM ALLIANCE LLP,2013-03-27,1303265071174373 payment for equipments cnt 017,USD,352000,352000,270216.67,az
PINGCHUAN TRADE CO LIMITED ADD:RM,LCM ALLIANCE LLP,2013-03-27,"1303275106882377 OSA PAYMENT PAYER IS OFFSHORE CUST REG: HKG PAYMENT FOR GOODS:CONSTRUCTION EQUIPMENT  /FEE/USD1 0, /FEE/USD10, /FEE/USD15,00",USD,399965,399965,307037.53,az
HUA MENG TRADE CO LIMITED,LCM ALLIANCE LLP,2013-03-27,"1303275102892721 NRA PAYMENT FOR GOODS XIAN HUI  /FEE/US D5, /FEE/USD15,",USD,460816,460816,353750.47,az
GRAY KENT INVESTMENTS LP,LCM ALLIANCE LLP,2013-03-27,1303275070971621 PMNT FOR EQUIPMENT BY CNTR.L71 DD 15.03 .2013,USD,950000,950000,729277.95,az
LARKSTONE LIMITED,METASTAR INVEST LLP,2013-03-27,1303275071759661 INVOICE 03 DD 06.02.2013,USD,1e+06,1000000,767661,az
EGERSON PRODUCTIONS CORP.,LCM ALLIANCE LLP,2013-03-27,1303275073456917 Payment for construction equipment unde r Invoice 1303-72 dd. 25.03.2013,USD,1007000,1007000,773034.63,az
DOCKWOOD ALLIANCE LLP,LCM ALLIANCE LLP,2013-03-27,"1303275077504541 FOR CONSTRUCTION MATERIAL AND EQUIPMENT , INV 12 DD 23.03.2013",USD,1303918.05,1303919,1000967.03,az
METASTAR INVEST LLP,INN5240004417,2013-03-28,1303285021027583 (VO10200) INVOICE 01-20 DD 13.03.20 13 BEZ NDS,RUB,-7095432,231282,177545.75,az
LCM ALLIANCE LLP,INN6453114127,2013-03-28,1303285025000399 (VO10100) INVOICE NO 14 DD 05.03.20 13 BEZ NDS,RUB,-3545700,115576,88722.43,az
METASTAR INVEST LLP,INN905281886,2013-03-28,1303285026507647 (VO10200) (VO10200) CONTRACT 2 DD 1 7.0 5.2012 QARTAL FOR WOODEN BEZ NDS BEZ NDS BEZ NDS,RUB,-1222277,39842,30584.48,az
LCM ALLIANCE LLP,GBD FIZ LIMITED,2013-03-28,1303285022060295 INVOICE.NO 8963 DD 28.02.2013 FOR E QUI PMENT,USD,-981600,981600,753536.04,az
LCM ALLIANCE LLP,CARET IMPEX LTD,2013-03-28,1303285035580231 INVOICE NO 54985 DD 18.03.2013 FOR CONS TRUCTION EQUIPMENT,USD,-812312,812312,623580.24,az
METASTAR INVEST LLP,LOTA SALES LLP,2013-03-28,1303285071099403 DOGOVOR ZAYMA,USD,-6e+05,600000,460596.6,az
LCM ALLIANCE LLP,SMART TEAM GENERAL TRADING LLC,2013-03-28,1303285020658435 CONTRACT.NO 605/12 DD 03.12.2012.IN VOI CE.NO 7990 DD 18.03.2013 FOR EQU IPMENT,USD,-548000,548000,420678.23,az
LCM ALLIANCE LLP,CARET IMPEX LTD,2013-03-28,1303285036220595 INVOICE NO 54996 DD 19.03.2013 FOR CONS TRUCTION EQUIPMENT,USD,-471235,471235,361748.73,az
LCM ALLIANCE LLP,KG COMMERCE LLP,2013-03-28,1303285076198355 OWN PAYMENT,USD,-464500,464500,356578.53,az
METASTAR INVEST LLP,LOTA SALES LLP,2013-03-28,1303285071138639 DOGOVOR ZAYMA,USD,-4e+05,400000,307064.4,az
METASTAR INVEST LLP,MOLONEY TRADE LLP,2013-03-28,1303285076508179 For & 1052;& 1045;& 1058;& 1040;L,USD,-4e+05,400000,307064.4,az
LCM ALLIANCE LLP,HONG KONG YAHAO LIMITED,2013-03-28,1303285022730771 CONTRACT.NO 1950 DD 01.08.2012 FOR EQUI PMENT,USD,-350000,350000,268681.35,az
METASTAR INVEST LLP,LCM ALLIANCE LLP,2013-03-28,1303285070936467 INVOICE 549-2 DD 29.09.2012,USD,-3e+05,300000,230298.3,az
LCM ALLIANCE LLP,"QIN YI TRADING CO.,LIMITED",2013-03-28,1303285023050771 INVOICE.NO 7789 DD 19.03.2013,USD,-232000,232000,178097.35,az
METASTAR INVEST LLP,LOTA SALES LLP,2013-03-28,1303285075639247 DOGOVOR ZAYMA,USD,-2e+05,200000,153532.2,az
METASTAR INVEST LLP,PJSC PLANT OF CAMICAL ARTICLES,2013-03-28,1303285021395687 CONTRACT N 121 DD 15.03.2013,USD,-2e+05,200000,153532.2,az
METASTAR INVEST LLP,GREENOUGH TRADE LLP,2013-03-28,1303285071150703 for EQUIPMENT,USD,-150000,150000,115149.15,az
LCM ALLIANCE LLP,INFOCREST LLP,2013-03-28,1303285077584475 INVOICE.No 0125 DD 12.02.2013,USD,-115500,115500,88664.85,az
METASTAR INVEST LLP,KAYALAR KIMYA SANAYI VE TICARET,2013-03-28,1303285024515999 INVOICE NO 659867120 DD 05.08.12,USD,-1e+05,100000,76766.1,az
LCM ALLIANCE LLP,SIA AORA,2013-03-28,1303285037815299 CONTRACT.No EP-02//01/13 DD 02.01.2013,EUR,-93140,121330,93140,az
METASTAR INVEST LLP,NAREKS IC VE DIS TICARET LIMITED,2013-03-28,1303285020254443 PROFORMA FATURA REF 2013.03.25 AZT- 01- R5 26.03.2013 MAKSIMUM KAPITAL,USD,-65084.3,65085,49962.68,az
METASTAR INVEST LLP,EFA DIS TICARET KOLLEKTIF SIRKETI,2013-03-28,"1303285024427815 PROFORMA FATURA N 31536 , 19.10.201 1MA KSIMUM KAPITAL FOR EQUIPMENT",EUR,-50000,65133,50000,az
METASTAR INVEST LLP,G AND A FORWARD LTD,2013-03-28,1303285022321695 SHET ZADOLJNOSTI M-FORVARDA,USD,-50000,50000,38383.05,az
LCM ALLIANCE LLP,GFG EXPORT LLP,2013-03-28,1303285075952111 OWN PAYMENT,USD,-39400,39400,30245.84,az
METASTAR INVEST LLP,LCM ALLIANCE LLP,2013-03-28,1303285077170211 INVOICE 549-2 DD 29.09.2012,USD,-30000,30000,23029.83,az
METASTAR INVEST LLP,MAR DEMIR KAUCUK VE PLASTIK SAN.,2013-03-28,1303285022121823 INVOICE 10-2 DD 20.10.2012,USD,-30000,30000,23029.83,az
LCM ALLIANCE LLP,ARMADA WAY GENERAL TRADING,2013-03-28,1303285026018471 INVOICE.No 89 DD 28.02.2013 FOR EQUIPME NT,USD,-25500,25500,19575.36,az
METASTAR INVEST LLP,HAZRI IHRACAT ITHALAT LTD STI,2013-03-28,1303285022978743 INVOICE 397652 DD 15.07.12 FOT TEXT IL,USD,-25000,25000,19191.53,az
LCM ALLIANCE LLP,FENSTER YAPI ELEMANLARI,2013-03-28,1303285024715815 INVOICE NO 451 DD 30.01.2013 FOR EQ UIP MENT,USD,-20000,20000,15353.22,az
METASTAR INVEST LLP,BAROQUE POLISTREN CEPHE URUNLERI,2013-03-28,1303285020127391 INVOICE 62001 DD 25.03.2013,USD,-11288.1,11289,8665.43,az
METASTAR INVEST LLP,"MARTINA BORNSCHEIN,CITY LEIWEN",2013-03-28,1303285035839739 INVOICE 46 DD 26.02.2013,EUR,-10000,13027,10000,az
LCM ALLIANCE LLP,INFOCREST LLP,2013-03-28,1303285076225215 INVOICE.No 0125 DD 12.02.2013,USD,-1500,1500,1151.49,az
METASTAR INVEST LLP,SONIFEX LTD,2013-03-28,1303285025513343 PROFORMA INVOICE 226489A 18.03.2013 .,GBP,-1394.89,2098,1609.96,az
METASTAR INVEST LLP,NURADDIN ISMAYILOV,2013-03-28,1303285031227715 INVOICE 84 DD 08.10.2012,EUR,-1000,1303,1000,az
METASTAR INVEST LLP,LCM ALLIANCE LLP,2013-03-28,1303285077170211 INVOICE 549-2 DD 29.09.2012,USD,30000,30000,23029.83,az
TOO ARMAS GROUP,LCM ALLIANCE LLP,2013-03-28,1303285107221255 /RFB/SWF OF 13/03/28PAYMENT FOR GOO DS UNDER CONTRACTNO.10/10-12 DD 10 OCTOBER 2012,USD,49100,49100,37692.16,az
LOTA SALES LLP,LCM ALLIANCE LLP,2013-03-28,INVOICE No 02/4538 DD 05.12.12,EUR,50627,65950,50627,az
TOO ARMAS GROUP,LCM ALLIANCE LLP,2013-03-28,1303285103747003 /RFB/SWF OF 13/03/28PAYMENT FOR GOO DS UNDER CONTRACTNO.10/10-12 DD 10 OCTOBER 2012,USD,68320,68320,52446.6,az
DOCKWOOD ALLIANCE LLP,LCM ALLIANCE LLP,2013-03-28,"1303285073268051 FOR CONSTRUCTION MATERIAL AND EQUIPMENT , INV 16 DD 24.03.2013",USD,150675,150675,115667.32,az
JETFIELD NETWORKS LIMITED,METASTAR INVEST LLP,2013-03-28,1303285075240979 INV.0546/8731 DD 07.01.2013,USD,251000,251000,192682.91,az
GFG EXPORT LLP,LCM ALLIANCE LLP,2013-03-28,1303285076719479 OWN PAYMENT,USD,265700,265700,203967.53,az
METASTAR INVEST LLP,LCM ALLIANCE LLP,2013-03-28,1303285070936467 INVOICE 549-2 DD 29.09.2012,USD,3e+05,300000,230298.3,az
SOLIDSTAR WORLDWIDE LLP,METASTAR INVEST LLP,2013-03-28,1303285074517883 INVOICE 152/7954-1 DD 10.01.2013,USD,4e+05,400000,307064.4,az
OVERTON SALES LLP,LCM ALLIANCE LLP,2013-03-28,1303285074809975 INVOICE LCM-AP L-P FOR ELEC EQUIPMENT D D 01-08-2012,USD,499999,499999,383829.73,az
HEKTOR INVEST LIMITED,LCM ALLIANCE LLP,2013-03-28,1303285077718351 payment for equipments cnt 017,USD,5e+05,500000,383830.5,az
HUAMENG TRADE CO LIMITED,LCM ALLIANCE LLP,2013-03-28,"1303285107656291 NRA PAYMENT FOR GOODS XIAN HUI  /FEE/US D5, /FEE/USD15,",USD,520332,520332,399438.58,az
DELFRONT IMPORT LLP,LCM ALLIANCE LLP,2013-03-28,1303285072230835 INVOICE.No 0201 DD 16.01.2013,USD,6e+05,600000,460596.6,az
DELFRONT IMPORT LLP,LCM ALLIANCE LLP,2013-03-28,1303285077806691 INVOICE.No 0201 DD 16.01.2013,USD,6e+05,600000,460596.6,az
RUSMEDIZD TRADE LLP,LCM ALLIANCE LLP,2013-03-28,1303285077443675 INVOICE 0614 DD 22.02.13,USD,1e+06,1000000,767661,az
JETFIELD NETWORKS LIMITED,METASTAR INVEST LLP,2013-03-28,1303285070203455 INV.0546/8731 DD 07.01.2013,USD,1e+06,1000000,767661,az
JETFIELD NETWORKS LIMITED,METASTAR INVEST LLP,2013-03-28,1303285071413683 INV.0546/8731 DD 07.01.2013,USD,1e+06,1000000,767661,az
CLIMBFREE SOLUTIONS LIMITED,METASTAR INVEST LLP,2013-03-29,1303285101284735 PMT FOR SAUSAGE CASINGS TO INV. 11 DD 2 1/01/2013,USD,6450,6450,4951.41,az
TOO ARMAS GROUP,LCM ALLIANCE LLP,2013-03-29,1303295101714473 PAYMENT FOR GOODS UNDER CONTRACTNO. 10/ 10-12 DD 10 OCTOBER 2012,USD,62630,62630,48078.61,az
LCM ALLIANCE LLP,GFG EXPORT LLP,2013-04-01,1304015076720729 OWN PAYMENT,USD,-1328000,1328000,1034606.29,az
LCM ALLIANCE LLP,INN1653007780,2013-04-01,"1304015024802361 (VO10100) CONTRACT NO 47/11 DD 23.1 1.2 012, INVOICE NO 18 DD 05.03.2013 BEZ NDS",RUB,-1325200,42631,33211.92,az
LCM ALLIANCE LLP,GBD FIZ LIMITED,2013-04-01,1304015023474310 INVOICE.NO 8965 DD 18.03.2013 FOR E QUI PMENT,USD,-1018400,1018400,793405.91,az
LCM ALLIANCE LLP,SACEM MAKINA LTD STI,2013-04-01,1304015027141769 INVOICE.NO 35185 DD 18.03.2013 FOR EQUI PMENT,USD,-998647,998647,778016.92,az
LCM ALLIANCE LLP,SACEM MAKINA LTD STI,2013-04-01,1304015022827382 INVOICE.NO 35188 DD 19.03.2013 FOR EQUI PMENT,USD,-991353,991353,772334.37,az
LCM ALLIANCE LLP,ERICSSON AB,2013-04-01,1304015033844406 INVOICE NO P035202 DD 28.03.2013,EUR,-912000,1170626,912000,az
LCM ALLIANCE LLP,KG COMMERCE LLP,2013-04-01,1304015073491514 OWN PAYMENT,USD,-8e+05,800000,623256.8,az
LCM ALLIANCE LLP,SMART TEAM GENERAL TRADING LLC,2013-04-01,1304015025537726 CONTRACT.NO 605/12 DD 03.12.2012.IN VOI CE.NO 7998 DD 21.03.2013 FOR EQU IPMENT,USD,-746531,746531,581600.65,az
METASTAR INVEST LLP,MOLONEY TRADE LLP,2013-04-01,1304015073685457 for EQUIPMENT,USD,-635000,635000,494710.09,az
LCM ALLIANCE LLP,HAUNI MALAYSIA SDN. BHD,2013-04-01,1304015021785921 INVOICE NO 71251 DD 18.03.2013 FOR EQUI PMENT,EUR,-601699,772329,601699,az
LCM ALLIANCE LLP,TRIADA GENERAL TRADING LLC,2013-04-01,1304015027453998 INVOICE.NO 8961 DD 18.03.2013 FOR E QUI PMENT,USD,-585000,585000,455756.54,az
METASTAR INVEST LLP,LCM ALLIANCE LLP,2013-04-01,INVOICE 549-6 DD 05.02.2013,EUR,-5e+05,641791,5e+05,az
METASTAR INVEST LLP,G.D.G. LTD.,2013-04-01,1304015020026921 INVOICE NO 430346 DD 01.02.13 QAFQA Z,USD,-5e+05,500000,389535.5,az
LCM ALLIANCE LLP,ASIA DENIZCILIK SAN.TIC.A.S,2013-04-01,1304015024029326 CONTRACT.No 03014 DD 14.01.2012 FOR EQU IPMENT,EUR,-3e+05,385075,3e+05,az
METASTAR INVEST LLP,INFOCREST LLP,2013-04-01,1304015074932974 INVOICE 57 DD 28.07.2012,USD,-2e+05,200000,155814.2,az
METASTAR INVEST LLP,LOTA SALES LLP,2013-04-01,DOGOVOR ZAYMA,EUR,-181000,232328,181000,az
METASTAR INVEST LLP,VESTEL CIS LTD,2013-04-01,1304015024478481 BERMUD ELEKTRONIKS,USD,-137706,137706,107282.75,az
METASTAR INVEST LLP,LOTA SALES LLP,2013-04-01,1304015076675926 DOGOVOR ZAYMA,USD,-110000,110000,85697.81,az
LCM ALLIANCE LLP,GFG EXPORT LLP,2013-04-01,1304015078219905 OWN PAYMENT,USD,-104000,104000,81023.38,az
LCM ALLIANCE LLP,"HONG KONG PERFECT JEWELLERY CO.,LTD",2013-04-01,1304015022418209 INVOICE.NO 0481 DD 18.03.2013,USD,-1e+05,100000,77907.1,az
LCM ALLIANCE LLP,OVERMOND LLP,2013-04-01,1304015076106065 INVOICE.No 198 DD 18.03.2013,USD,-87000,87000,67779.18,az
METASTAR INVEST LLP,PETKIM PETROKIMYA HOLDING A.S.,2013-04-01,1304015024307565 INVOICE 152 DD 05.10.2012,USD,-84975,84975,66201.56,az
LCM ALLIANCE LLP,FONDITAL S.P.A.,2013-04-01,1304015037096601 PROFORMA INVOICE NO 300119 DD 29.01 .20 13 FOR CONSTRUCTION MATERIALS,EUR,-80355.13,103143,80355.13,az
METASTAR INVEST LLP,"DINGYUE IMPORT AND EXPORT CO.,",2013-04-01,1304015027984097 INVOICE NO 4830432 DD 05.03.12 FOR CONS TRUCTION EQUIPMENT,USD,-75000,75000,58430.33,az
LCM ALLIANCE LLP,OOO AZOVELEKTROSBIT,2013-04-01,"1304015024017521 CONTRACT NO 275 DD 04.10.2012, INVO ICE NO 275/3 DD 28.03.2013 FOR CONS TRUCTION MATERIALS",USD,-74950,74950,58391.37,az
LCM ALLIANCE LLP,FARAL RADIATORI SRL,2013-04-01,1304015036183761 INVOICE.NO 6657 DD 21.03.2013,EUR,-68786.5,88293,68786.5,az
METASTAR INVEST LLP,AHI CARRIER FZC,2013-04-01,1304015022986334 CONTRACT N AHIC/OKT/01/13,EUR,-60000,77015,60000,az
LCM ALLIANCE LLP,MARBURGER TAPETENFABRIK,2013-04-01,1304015035889417 CONTRACT.NO 38/89846 DD 11.05.2011 FOR EQUIPMENT,EUR,-50000,64179,50000,az
LCM ALLIANCE LLP,CIELO,2013-04-01,1304015020578001 INVOICE NO 892 DD 18.08.2013,USD,-50000,50000,38953.55,az
METASTAR INVEST LLP,MSC GEORGIA LLC,2013-04-01,1304015023807422 SHET DOLJNOSTI M-FORWARDA,USD,-50000,50000,38953.55,az
METASTAR INVEST LLP,VESNA METAL VE PROFIL SAN. DIS TIC.,2013-04-01,1304015020292886 INVOICE 39/2 DD 23.02.2013,USD,-46000,46000,35837.27,az
LCM ALLIANCE LLP,PCM DESIGN SRL,2013-04-01,1304015036222841 INVOICE NO 203 DD 25.03.2013 FOR EQ UIP MENT,EUR,-42000,53911,42000,az
LCM ALLIANCE LLP,INFOCREST LLP,2013-04-01,1304015073678377 INVOICE.No 0125 DD 12.02.2013,USD,-36000,36000,28046.56,az
METASTAR INVEST LLP,BOYSAN BOYA SAN.VE TIC.A.S.,2013-04-01,1304015028172950 INVOICE 03010-1 DD 15.01.2013 FOR P AIN TS,USD,-34134.55,34135,26593.24,az
METASTAR INVEST LLP,EASTCHEM KIMYASAL ENDUSTRI IMALAT,2013-04-01,1304015028379113 INVOICE 41-11 DD 01.03.2013 FOR RAW MAT ERIALS,EUR,-32760,42051,32760,az
LCM ALLIANCE LLP,EKTA PROM LTD,2013-04-01,1304015022908121 CONTRACT NO 3887 DD 22.01.2013 FOR EQUI PMENT (FOR SERVICES),USD,-32425,32425,25261.38,az
LCM ALLIANCE LLP,EMA TESISAT VE ENDUSTRIYEL GIHAZLAR,2013-04-01,1304015021023849 INVOICE NO 1224 DD 15.03.2013 FOR E QUI PMENT,USD,-29500,29500,22982.59,az
LCM ALLIANCE LLP,GFG EXPORT LLP,2013-04-01,OWN PAYMENT,EUR,-27604,35432,27604,az
LCM ALLIANCE LLP,TIKKURILA OYJ,2013-04-01,1304015038083721 CONTRACT NO 1230/RUS/30213722/01 DD 05. 01.2007,EUR,-27000,34657,27000,az
LCM ALLIANCE LLP,KG COMMERCE LLP,2013-04-01,1304015074747801 OWN PAYMENT,USD,-24500,24500,19087.24,az
LCM ALLIANCE LLP,TMCI BREWTECH AG,2013-04-01,1304015037799969 INVOICE NO PI13038 DD 13.03.2013,EUR,-24120.4,30961,24120.4,az
LCM ALLIANCE LLP,MADAS SRL,2013-04-01,1304015026651901 INVOICE.NO 4854 DD 18.03.2013 FOR E QUI PMENT,EUR,-22500,28881,22500,az
LCM ALLIANCE LLP,AAT HOLDING SP. Z O.O.,2013-04-01,1304015026089545 INVOICE NO ZS-EXP-N/2013/88 DD 2013 03- 25 FOR EQUIPMENT,USD,-20000,20000,15581.42,az
LCM ALLIANCE LLP,INTERNET ESCROW SERVICES,2013-04-01,1304015027196793 INVOICE NO 3554 DD 11.03.2013,USD,-18500,18500,14412.81,az
LCM ALLIANCE LLP,STAR HANDICRAFTS EMPORIUM,2013-04-01,1304015027697145 INVOICE NO 2733 DD 26.03.2013 FOR E QUI PMENT,USD,-15000,15000,11686.07,az
LCM ALLIANCE LLP,"GALFAN TECHNOLOGY CENTRE,INC.",2013-04-01,1304015026403721 INVOICE NO 6939 DD 2/7/2013,USD,-14366.05,14367,11192.17,az
LCM ALLIANCE LLP,"WENZHOU HONKIN INDUSTRIAL CO.,LTD",2013-04-01,1304015021121001 INVOICE NO 11766 DD 28.02.2013,USD,-14200,14200,11062.81,az
METASTAR INVEST LLP,DIEGO NARINSKY,2013-04-01,1304015020879902 INVOICE 099-0000120 DD 21.03.13 FOR ELE CTRONIC EQUIPMENT,USD,-13695,13695,10669.38,az
METASTAR INVEST LLP,AHI CARRIER FZC,2013-04-01,1304015025907822 CONTRACT N AHIC/OKT/02/13,EUR,-13000,16687,13000,az
METASTAR INVEST LLP,E.B.U.S.A. EUROPEAN UNIVERSITY,2013-04-01,1304015021190038 FACTURE N 10112985/1939 REMZI SEBZE LIY EV,CHF,-12950,13662,10643.28,az
METASTAR INVEST LLP,AREA98 SRL,2013-04-01,1304015031613118 INVOIVE 462 DD 03.02.2013,EUR,-11835,15192,11835,az
LCM ALLIANCE LLP,PAKKENS YEDEKPARCA VE MAKINA SAN.VE,2013-04-01,1304015020413753 INVOICE NO AZ1302N027R01 DD 16.02.2 013,EUR,-11328,14541,11328,az
LCM ALLIANCE LLP,ANHUI QINGFA WILLOWCRAFT GROUP,2013-04-01,1304015020516889 INVOICE NO 4016 DD 21.03.2013 FOR C ONS TRUCTION MATERIALS,USD,-10125,10125,7888.09,az
LCM ALLIANCE LLP,ALFRED DUNHILL LIMITED,2013-04-01,1304015037229897 INVOICE.NO 1390681 DD 18.03.2013,EUR,-10000,12836,10000,az
METASTAR INVEST LLP,MOBIM IC VE DIS TICARET LTD.,2013-04-01,1304015027698829 INVOICE 63 DD 09.03.2013,USD,-10000,10000,7790.71,az
LCM ALLIANCE LLP,JIANGSU PIVOT NEW DECORATIVE,2013-04-01,1304015024312393 INVOICE NO 16477 DD 20.03.2013 FOR CONS TRUCTION MATERIALS,USD,-4500,4500,3505.82,az
LCM ALLIANCE LLP,COMMEXI FZE,2013-04-01,1304015020613881 INVOICE NO AZ15/ICN-2 DD 08.01.2012 FOR CONSTRUCTION EQUIPMENT,USD,-2750,2750,2142.45,az
LCM ALLIANCE LLP,KG COMMERCE LLP,2013-04-01,OWN PAYMENT,EUR,-2564,3292,2564,az
METASTAR INVEST LLP,EASY FLAT SARL,2013-04-01,1304015021090102 PAYMENT RENT FEBRUARY - MARCH 2013- REM ZI SEBZELIYEV,CHF,-2500,2638,2054.69,az
METASTAR INVEST LLP,EASTCHEM KIMYASAL ENDUSTRI IMALAT,2013-04-01,1304015024781686 INVOICE 41-11 DD 01.03.2013 FOR RAW MAT ERIALS,EUR,-2000,2568,2000,az
LCM ALLIANCE LLP,LIFE HOME INTEGRATION SRL,2013-04-01,1304015026183913 INVOICE NO 24 DD 07.03.2013 FOR EQU IPM ENT,EUR,-1554.64,1996,1554.64,az
METASTAR INVEST LLP,VANNINI DENTAL INDUSTRY SRL,2013-04-01,1304015022077118 INVOICE 4620 DD 20.03.2013,EUR,-1067.83,1371,1067.83,az
LCM ALLIANCE LLP,JABARZADA GUNAY,2013-04-01,1304015022587382 FINANSOVAYA POMOSH,GBP,-1000,1523,1185.97,az
LCM ALLIANCE LLP,VIMAR SPA,2013-04-01,1304015033415241 INVOICE NO 495 DD 28.02.2013 FOR EQ UIP MENT,EUR,-881.16,1132,881.16,az
METASTAR INVEST LLP,EMERGOMED,2013-04-01,1304015038295966 INVOICE NL 100071/23.01.2013,EUR,-715,918,715,az
MYLLET A.G.,LCM ALLIANCE LLP,2013-04-01,"1303295105877449 PAYMENT FOR CONSTRUCTION MATERIAL A ND EQUIPMENT, INVOICE 111 DD 28/03/ 2013",USD,27000,27000,21034.92,az
RIVERLANE LLP,METASTAR INVEST LLP,2013-04-01,1304015075931694 PAYMENT FOR CONSTRUCTION MATERIALS UNDE R CONTRACT N 3 DD.18.10.2012,USD,37280,37280,29043.77,az
ADANA TRADE LLP,METASTAR INVEST LLP,2013-04-01,1304015076033145 ZA METALL,USD,40000,40000,31162.84,az
